;Winner;Turns;Win_rate
10522;Magdalena;24;0.5025182932623776
10523;Bernhard;56;0.5025655644241733
10524;Bernhard;93;0.5026128266033254
10525;Bernhard;62;0.502660079802394
10526;Magdalena;26;0.5026123301985371
10527;Magdalena;21;0.5025645896656535
10528;Magdalena;14;0.5025168582011587
10529;Magdalena;21;0.5024691358024691
10530;Magdalena;112;0.5024214224670022
10531;Bernhard;12;0.5024686669198632
10532;Bernhard;155;0.5025159024019747
10533;Magdalena;33;0.5024681982153029
10534;Magdalena;24;0.5024205030849549
10535;Bernhard;156;0.5024677296886864
10536;Magdalena;16;0.5024200436556895
10537;Magdalena;15;0.502372366672993
10538;Bernhard;69;0.502419584400797
10539;Magdalena;61;0.5023719165085389
10540;Bernhard;25;0.5024191253201784
10541;Bernhard;32;0.5024663251754885
10542;Magdalena;22;0.5024186664137342
10543;Magdalena;41;0.5023710166919575
10544;Bernhard;59;0.5024182076813656
10545;Bernhard;86;0.5024653897212213
10546;Bernhard;23;0.5025125628140703
10547;Bernhard;50;0.5025597269624573
10548;Magdalena;24;0.5025120864536923
10549;Magdalena;19;0.5024644549763033
10550;Magdalena;102;0.5024168325277225
10551;Magdalena;147;0.5023692191053829
10552;Bernhard;17;0.5024163744906661
10553;Bernhard;44;0.502463520939928
10554;Bernhard;23;0.5025106584557082
10555;Magdalena;23;0.5024630541871922
10556;Bernhard;29;0.5025101828170881
10557;Magdalena;39;0.50246258761129
10558;Bernhard;11;0.5025097073586514
10559;Bernhard;26;0.5025568181818182
10560;Bernhard;19;0.5026039200833254
10561;Magdalena;13;0.5025563340276463
10562;Bernhard;41;0.5026034270567074
10563;Bernhard;30;0.5026505111700114
10564;Magdalena;64;0.5026029342167534
10565;Bernhard;18;0.5026500094643195
10566;Bernhard;21;0.5026970758020252
10567;Bernhard;22;0.5027441332323997
10568;Bernhard;11;0.5027911817579714
10569;Bernhard;64;0.5028382213812678
10570;Bernhard;51;0.502885252104815
10571;Magdalena;35;0.5028376844494892
10572;Magdalena;22;0.502790125792112
10573;Magdalena;145;0.5027425761301305
10574;Magdalena;106;0.5026950354609929
10575;Magdalena;37;0.5026475037821483
10576;Bernhard;15;0.5026945258579938
10577;Bernhard;80;0.5027415390432974
10578;Bernhard;51;0.5027885433405804
10579;Magdalena;13;0.5027410207939509
10580;Bernhard;41;0.5027880162555524
10581;Bernhard;64;0.5028350028350028
10582;Magdalena;28;0.5027874893697439
10583;Bernhard;20;0.5028344671201814
10584;Bernhard;87;0.5028814359943315
10585;Bernhard;96;0.50292839599471
10586;Magdalena;36;0.5028808916595825
10587;Bernhard;22;0.502927842840952
10588;Bernhard;25;0.5029747851544055
